customer_id,plan_type,churn_status,risk_score,monthly_revenue,days_since_last_login,engagement_bucket,usage_bucket,support_bucket,payment_history,customer_satisfaction_score
1807,Pro,Active,2,54.00,25,High,Medium,Low,On-Time,10
1808,Basic,"At Risk",8,16.00,70,Low,Low,Low,On-Time,6
1809,Pro,Active,3,53.00,32,High,High,Medium,On-Time,9
1810,Basic,"At Risk",6,12.00,34,Medium,High,Medium,Delayed,7
1811,Basic,Active,3,12.00,30,High,Medium,Medium,On-Time,7
1812,Basic,Active,2,25.00,1,High,Medium,Medium,On-Time,8
1813,Pro,Active,3,65.00,37,High,Medium,Low,On-Time,8
1814,Basic,Active,1,12.00,5,High,High,Medium,On-Time,10
1815,Basic,Active,4,29.00,26,High,Medium,High,On-Time,10
1816,Pro,Active,2,79.00,35,High,High,Low,On-Time,9
1817,Pro,Churned,10,72.00,110,Medium,Medium,Low,Missed,4
1818,Basic,Active,2,15.00,15,High,Medium,Low,On-Time,7
1819,Pro,Active,3,51.00,16,High,Medium,Medium,On-Time,10
1820,Pro,Active,3,52.00,21,Medium,High,Medium,On-Time,8
1821,Basic,"At Risk",5,28.00,37,High,Medium,High,On-Time,8
1822,Enterprise,Active,4,209.00,32,High,Medium,Medium,On-Time,10
1823,Pro,Active,3,61.00,19,Medium,Medium,Low,On-Time,9
1824,Pro,Active,2,44.00,21,High,High,Medium,On-Time,10
1825,Pro,Churned,13,42.00,74,Low,Low,High,Missed,5
1826,Enterprise,Churned,15,252.00,162,Low,Low,Medium,Missed,3
1827,Pro,Active,4,65.00,34,Medium,Medium,Low,On-Time,9
1828,Pro,Active,1,49.00,0,High,Medium,Low,On-Time,10
1829,Basic,Active,0,21.00,8,High,High,Low,On-Time,7
1830,Basic,Active,3,22.00,8,High,Medium,High,On-Time,10
1831,Basic,Churned,12,29.00,90,Low,Low,Medium,Missed,4
1832,Basic,Churned,15,28.00,156,Low,Low,Medium,Missed,3
1833,Basic,Active,3,25.00,39,Medium,High,Low,On-Time,9
1834,Basic,Churned,12,21.00,66,Medium,Low,High,Missed,6
1835,Basic,Active,3,23.00,16,Medium,Medium,Low,On-Time,10
1836,Enterprise,Active,1,236.00,16,High,High,Low,On-Time,8
1837,Pro,Churned,13,50.00,207,Low,Low,Low,Delayed,2
1838,Basic,Active,1,10.00,28,High,High,Low,On-Time,8
1839,Basic,Churned,11,12.00,102,Low,Low,High,On-Time,4
1840,Pro,Active,1,70.00,27,High,High,Low,On-Time,10
1841,Pro,Active,4,78.00,12,Medium,Medium,Low,Delayed,8
1842,Pro,Churned,11,46.00,50,Low,Low,High,Delayed,4
1843,Pro,Active,4,51.00,5,High,Medium,Medium,Delayed,10
1844,Enterprise,Active,4,195.00,38,Medium,Medium,Low,On-Time,7
1845,Basic,Churned,13,20.00,259,Low,Low,Low,Delayed,3
1846,Pro,"At Risk",7,61.00,61,Medium,Low,Medium,On-Time,7
1847,Basic,Active,0,24.00,4,High,High,Low,On-Time,9
1848,Pro,Churned,12,65.00,294,Low,Low,Low,Missed,5
1849,Basic,"At Risk",7,20.00,83,Low,Medium,Low,On-Time,5
1850,Basic,Active,2,22.00,21,High,High,Medium,On-Time,7
1851,Pro,Active,2,62.00,0,High,Medium,Medium,On-Time,7
1852,Pro,Active,1,54.00,5,High,High,Medium,On-Time,9
1853,Pro,Active,4,48.00,36,High,Medium,Medium,On-Time,10
1854,Basic,Active,3,19.00,35,High,High,Medium,On-Time,10
1855,Basic,Active,2,18.00,14,Medium,High,Medium,On-Time,9
1856,Enterprise,Active,4,159.00,40,High,Medium,Medium,On-Time,9
1857,Pro,Active,3,71.00,26,Medium,High,Medium,On-Time,8
1858,Basic,"At Risk",5,17.00,24,Medium,Medium,High,On-Time,8
1859,Pro,Active,2,44.00,21,High,High,Medium,On-Time,7
1860,Basic,Active,2,17.00,26,High,High,Medium,On-Time,9
1861,Basic,Active,4,13.00,43,Medium,High,Medium,On-Time,7
1862,Enterprise,Active,2,202.00,17,High,Medium,Low,On-Time,10
1863,Basic,Active,2,21.00,29,High,High,Medium,On-Time,10
1864,Enterprise,Churned,10,245.00,101,Medium,Medium,High,Delayed,7
1865,Basic,Churned,13,27.00,270,Low,Low,Low,Delayed,2
1866,Pro,Churned,13,72.00,188,Low,Low,Medium,Missed,5
1867,Basic,Active,2,19.00,3,Medium,Medium,Low,On-Time,10
1868,Basic,Churned,12,26.00,107,Medium,Low,Medium,Missed,5
1869,Basic,Active,3,25.00,27,High,Medium,Medium,On-Time,10
1870,Basic,"At Risk",5,12.00,24,High,Medium,Medium,Delayed,10
1871,Basic,Active,1,20.00,1,Medium,High,Low,On-Time,10
1872,Basic,Churned,12,18.00,95,Low,Low,Medium,Delayed,6
1873,Pro,Active,4,41.00,24,Medium,High,Low,Delayed,7
1874,Enterprise,"At Risk",5,295.00,31,High,High,Medium,Delayed,8
1875,Basic,Churned,11,26.00,112,Low,Low,Medium,Delayed,7
1876,Basic,Active,3,17.00,30,High,Medium,Medium,On-Time,10
1877,Pro,Active,1,64.00,22,High,High,Low,On-Time,9
1878,Pro,Active,3,46.00,30,Medium,High,Medium,On-Time,10
1879,Basic,Active,4,25.00,29,Medium,Medium,Medium,On-Time,9
1880,Enterprise,Churned,11,138.00,104,Low,Low,Low,Delayed,4
1881,Basic,Active,2,21.00,5,Medium,Medium,Low,On-Time,10
1882,Basic,Churned,9,27.00,73,Medium,Low,Low,Delayed,4
1883,Basic,Active,4,24.00,20,High,Medium,High,On-Time,9
1884,Basic,Active,4,27.00,30,High,High,Medium,Delayed,8
1885,Pro,Active,2,51.00,22,High,High,Medium,On-Time,7
1886,Basic,Churned,13,24.00,180,Low,Low,High,Delayed,4
1887,Pro,Churned,11,47.00,106,Low,Low,Low,Delayed,5
1888,Basic,Active,3,14.00,23,Medium,High,Medium,On-Time,8
1889,Basic,Churned,12,16.00,117,Medium,Low,Medium,Missed,6
1890,Basic,Active,2,14.00,1,High,High,High,On-Time,10
1891,Pro,"At Risk",8,40.00,88,Medium,Medium,Low,Delayed,4
1892,Basic,Active,4,19.00,25,High,Medium,Low,Delayed,9
1893,Pro,Active,4,66.00,23,High,Medium,Low,Delayed,7
1894,Basic,Churned,9,27.00,102,Low,Low,Low,On-Time,4
1895,Basic,Churned,15,10.00,203,Low,Low,Medium,Missed,2
1896,Pro,Active,2,49.00,23,High,Medium,Low,On-Time,9
1897,Basic,Active,1,25.00,6,High,Medium,Low,On-Time,8
1898,Pro,Active,3,68.00,8,Medium,High,High,On-Time,8
1899,Basic,Active,2,22.00,5,High,High,High,On-Time,7
1900,Basic,"At Risk",8,16.00,88,Low,Low,Low,On-Time,4
1901,Basic,Active,3,27.00,19,High,Medium,Medium,On-Time,9
1902,Pro,Active,3,45.00,8,Medium,High,High,On-Time,8
1903,Pro,"At Risk",8,43.00,90,Medium,Medium,Low,Delayed,4
1904,Basic,Active,2,24.00,1,High,High,Low,Delayed,9
1905,Basic,Churned,10,18.00,75,Low,Low,Low,Missed,7
1906,Basic,Active,1,12.00,18,High,High,Low,On-Time,7
1907,Basic,"At Risk",5,23.00,20,High,Medium,Medium,Delayed,7
1908,Basic,Active,2,21.00,32,High,High,Low,On-Time,10
1909,Basic,Active,3,22.00,30,Medium,High,Medium,On-Time,8
1910,Basic,Active,4,18.00,38,High,Medium,Medium,On-Time,8
1911,Basic,Active,4,25.00,38,Medium,Medium,Low,On-Time,10
1912,Basic,Active,0,14.00,9,High,High,Low,On-Time,8
1913,Basic,Active,2,25.00,38,High,High,Low,On-Time,10
1914,Basic,Churned,12,27.00,102,Low,Low,Medium,Delayed,5
1915,Basic,Active,2,13.00,11,High,Medium,Medium,On-Time,7
1916,Basic,Active,3,12.00,5,High,Medium,Low,Delayed,10
1917,Pro,"At Risk",6,62.00,91,Medium,Medium,Low,On-Time,7
1918,Enterprise,Active,2,244.00,25,High,High,Medium,On-Time,8
1919,Pro,Active,1,56.00,8,Medium,High,Low,On-Time,9
1920,Basic,"At Risk",5,26.00,0,Medium,Medium,Medium,Delayed,7
1921,Pro,Churned,12,44.00,97,Low,Low,Medium,Delayed,4
1922,Basic,Churned,15,16.00,247,Low,Low,Medium,Missed,1
1923,Basic,Churned,10,17.00,93,Medium,Low,Low,Missed,7
1924,Basic,"At Risk",7,16.00,33,High,Medium,High,Delayed,10
1925,Basic,Active,4,16.00,38,Medium,Medium,Low,On-Time,8
1926,Enterprise,Active,4,249.00,42,High,High,Low,Delayed,8
1927,Basic,Active,2,24.00,29,Medium,High,Low,On-Time,7
1928,Enterprise,Churned,13,227.00,103,Low,Low,High,Delayed,4
1929,Basic,Churned,13,28.00,123,Low,Low,Low,Delayed,1
1930,Enterprise,Churned,11,248.00,46,Low,Low,High,Delayed,6
1931,Pro,Active,1,63.00,13,High,Medium,Low,On-Time,8
1932,Basic,Churned,13,24.00,180,Low,Low,Low,Delayed,2
1933,Pro,"At Risk",6,41.00,39,High,Medium,Medium,Delayed,8
1934,Basic,Churned,12,16.00,264,Low,Low,Medium,Delayed,5
1935,Pro,Active,4,45.00,14,High,Medium,Medium,Delayed,9
1936,Basic,Churned,10,12.00,81,Low,Low,Low,Delayed,5
1937,Basic,"At Risk",6,27.00,18,Medium,High,High,Delayed,10
1938,Pro,Active,3,76.00,32,High,Medium,Low,On-Time,9
1939,Pro,Active,1,66.00,21,High,High,Low,On-Time,7
1940,Basic,Active,3,25.00,35,High,Medium,Low,On-Time,8
1941,Basic,Active,2,20.00,19,Medium,High,Low,On-Time,9
1942,Basic,Churned,15,27.00,123,Low,Low,Medium,Missed,1
1943,Enterprise,Churned,10,242.00,93,Medium,Low,Medium,Delayed,7
1944,Enterprise,Active,4,144.00,20,Medium,High,High,On-Time,8
1945,Enterprise,Active,3,256.00,15,Medium,High,Medium,On-Time,8
1946,Basic,Active,1,11.00,12,Medium,High,Low,On-Time,9
1947,Pro,Active,2,74.00,1,Medium,High,Medium,On-Time,9
1948,Enterprise,Churned,11,185.00,72,Low,Low,Low,Missed,4
1949,Pro,Active,3,57.00,24,High,Medium,Medium,On-Time,8
1950,Basic,Active,3,22.00,22,Medium,Medium,Low,On-Time,10
1951,Basic,Active,2,27.00,6,Medium,Medium,Low,On-Time,10
1952,Enterprise,Active,2,219.00,10,High,Medium,Medium,On-Time,10
1953,Pro,Active,4,43.00,22,Medium,Medium,Medium,On-Time,8
1954,Basic,Active,4,11.00,39,Medium,Medium,Low,On-Time,9
1955,Basic,Active,2,20.00,28,High,High,Medium,On-Time,9
1956,Enterprise,Churned,13,242.00,60,Low,Low,High,Missed,6
1957,Pro,Active,2,78.00,1,Medium,Medium,Low,On-Time,8
1958,Basic,Churned,10,24.00,54,Low,Low,Medium,Delayed,5
1959,Basic,Churned,12,27.00,112,Low,Low,Low,Missed,6
1960,Basic,Active,1,10.00,0,High,High,Medium,On-Time,10
1961,Pro,Churned,13,79.00,150,Low,Low,Medium,Missed,4
1962,Basic,Active,0,17.00,3,High,High,Low,On-Time,8
1963,Pro,Active,0,52.00,11,High,High,Low,On-Time,8
1964,Basic,Active,4,20.00,33,Medium,High,Medium,On-Time,7
1965,Basic,Churned,10,20.00,52,Low,Medium,Medium,Missed,4
1966,Pro,Active,2,69.00,13,Medium,Medium,Low,On-Time,8
1967,Basic,Churned,11,27.00,263,Low,Low,Low,Delayed,4
1968,Basic,Active,4,16.00,39,High,Medium,Medium,On-Time,10
1969,Basic,Churned,10,22.00,68,Low,Low,Low,Delayed,5
1970,Basic,Active,2,25.00,25,High,Medium,Low,On-Time,9
1971,Basic,Churned,10,29.00,98,Low,Medium,Low,Delayed,4
1972,Pro,Active,3,54.00,10,Medium,High,Low,Delayed,8
1973,Pro,Active,4,62.00,32,Medium,High,Medium,On-Time,10
1974,Basic,Active,3,27.00,44,High,High,Medium,On-Time,9
1975,Enterprise,Active,2,277.00,44,High,High,Low,On-Time,7
1976,Basic,Active,1,14.00,18,High,High,Low,On-Time,7
1977,Pro,Active,0,50.00,11,High,High,Low,On-Time,8
1978,Basic,Active,1,16.00,5,High,High,Medium,On-Time,8
1979,Pro,Churned,10,73.00,51,Medium,Low,High,Delayed,5
1980,Pro,"At Risk",6,40.00,54,Medium,Low,Medium,On-Time,7
1981,Basic,Active,1,18.00,3,High,Medium,Low,On-Time,9
1982,Pro,Active,3,58.00,31,High,Medium,Low,On-Time,8
1983,Basic,Active,1,15.00,6,High,Medium,Low,On-Time,9
1984,Basic,"At Risk",7,13.00,42,High,Medium,High,Delayed,7
1985,Basic,Active,1,25.00,4,High,Medium,Low,On-Time,7
1986,Basic,Churned,16,17.00,276,Low,Low,High,Missed,3
1987,Basic,Churned,10,13.00,82,Low,Low,Low,Delayed,5
1988,Pro,Active,4,64.00,42,Medium,Medium,Low,On-Time,7
1989,Basic,"At Risk",6,27.00,43,High,High,High,Delayed,8
1990,Basic,Active,4,10.00,26,High,Medium,Low,Delayed,7
1991,Basic,Churned,12,20.00,226,Low,Low,Low,Missed,4
1992,Pro,Churned,12,76.00,109,Low,Low,Low,Missed,6
1993,Pro,Active,3,40.00,20,High,High,Low,Delayed,9
1994,Basic,Active,3,29.00,33,High,High,Medium,On-Time,8
1995,Basic,"At Risk",5,15.00,39,High,Medium,High,On-Time,8
1996,Pro,Active,3,44.00,34,High,High,Medium,On-Time,10
1997,Basic,Active,1,13.00,18,High,High,Low,On-Time,9
1998,Basic,"At Risk",7,19.00,85,Medium,Medium,Medium,On-Time,6
1999,Basic,Churned,9,25.00,104,Medium,Low,Low,Delayed,7
2000,Basic,Churned,11,29.00,112,Low,Low,Medium,Delayed,7
2001,Basic,Active,0,19.00,14,High,High,Low,On-Time,7
2002,Basic,"At Risk",6,24.00,40,Medium,Medium,Low,Delayed,8
2003,Enterprise,Active,4,136.00,38,Medium,High,Medium,On-Time,9
2004,Pro,Active,2,48.00,40,High,High,Low,On-Time,8
2005,Basic,Active,2,20.00,13,Medium,High,Medium,On-Time,9
2006,Pro,Churned,16,65.00,251,Low,Low,High,Missed,1
2007,Basic,Active,1,26.00,30,High,High,Low,On-Time,10
2008,Basic,"At Risk",8,15.00,46,Low,Medium,Low,Delayed,4
2009,Basic,Active,2,17.00,13,Medium,High,Medium,On-Time,7
2010,Basic,Active,1,27.00,3,High,High,Medium,On-Time,9
2011,Basic,"At Risk",8,10.00,101,Low,Medium,Low,On-Time,4
2012,Pro,Churned,10,76.00,72,Low,Low,Low,Delayed,6
2013,Basic,Active,2,13.00,6,High,Medium,Medium,On-Time,9
2014,Basic,Active,4,25.00,40,Medium,Medium,Low,On-Time,7
2015,Pro,Active,3,73.00,11,Medium,Medium,Medium,On-Time,9
2016,Pro,Active,2,42.00,29,Medium,High,Low,On-Time,9
2017,Pro,Active,1,73.00,4,Medium,High,Low,On-Time,7
2018,Pro,Churned,9,60.00,91,Medium,Low,Medium,On-Time,6
2019,Pro,Active,2,74.00,36,High,High,Low,On-Time,8
2020,Enterprise,"At Risk",7,255.00,52,Medium,Medium,Low,Delayed,6
2021,Pro,Active,3,74.00,38,High,Medium,Low,On-Time,10
2022,Pro,"At Risk",8,64.00,54,Low,Low,Low,Delayed,7
2023,Enterprise,Churned,10,129.00,82,Low,Low,Low,Delayed,6
2024,Basic,Active,3,17.00,32,Medium,High,Low,On-Time,9
2025,Pro,Active,3,46.00,44,High,Medium,Low,On-Time,9
2026,Pro,Active,4,75.00,29,High,Medium,High,On-Time,9
2027,Pro,Churned,10,78.00,76,Medium,Low,Medium,Delayed,6
2028,Basic,Active,3,10.00,14,Medium,High,High,On-Time,10
2029,Basic,Churned,12,11.00,154,Low,Low,Low,Missed,4
2030,Basic,Active,2,14.00,2,High,Medium,Medium,On-Time,10
2031,Pro,Churned,14,65.00,181,Low,Low,Low,Missed,2
2032,Basic,Active,1,19.00,14,High,Medium,Low,On-Time,10
2033,Enterprise,Churned,12,129.00,292,Low,Low,Low,Missed,4
2034,Pro,"At Risk",5,57.00,20,High,Medium,Medium,Delayed,7
2035,Basic,Active,3,10.00,15,Medium,Medium,Low,On-Time,8
2036,Pro,Active,4,71.00,27,Medium,High,Low,Delayed,7
2037,Pro,Active,0,44.00,4,High,High,Low,On-Time,10
2038,Basic,Active,3,15.00,17,Medium,Medium,Low,On-Time,9
2039,Basic,Active,3,11.00,17,Medium,Medium,Low,On-Time,9
2040,Basic,Active,1,23.00,8,High,Medium,Low,On-Time,9
2041,Basic,Churned,10,23.00,55,Low,Low,Medium,Delayed,4
2042,Pro,"At Risk",5,44.00,44,Medium,Medium,Medium,On-Time,7
2043,Basic,Churned,12,27.00,97,Low,Low,Low,Missed,5
2044,Basic,Churned,9,20.00,84,Low,Low,Low,Delayed,7
2045,Pro,Active,2,70.00,12,Medium,Medium,Low,On-Time,8
2046,Enterprise,Active,1,247.00,28,High,High,Low,On-Time,8
2047,Basic,Active,3,13.00,4,Medium,Medium,Medium,On-Time,10
2048,Enterprise,Active,1,296.00,15,High,High,Low,On-Time,7
2049,Enterprise,"At Risk",5,209.00,42,Medium,High,High,On-Time,9
2050,Pro,Churned,14,60.00,176,Low,Low,Low,Missed,1
2051,Basic,Churned,15,10.00,287,Low,Low,Medium,Missed,1
2052,Pro,Active,2,59.00,3,High,High,High,On-Time,9
2053,Pro,Active,3,59.00,10,High,Medium,High,On-Time,8
2054,Pro,Churned,13,73.00,127,Low,Low,Low,Delayed,2
2055,Basic,"At Risk",7,27.00,55,Low,Low,Low,On-Time,4
2056,Pro,"At Risk",5,45.00,5,Medium,Medium,Medium,Delayed,8
2057,Pro,Active,3,51.00,25,High,High,Low,Delayed,7
2058,Pro,Active,4,67.00,40,Medium,High,Medium,On-Time,8
2059,Basic,Churned,9,17.00,48,Low,Low,Medium,Delayed,7
2060,Pro,Active,3,46.00,0,High,High,Medium,Delayed,10
2061,Basic,Active,3,19.00,30,Medium,Medium,Low,On-Time,10
2062,Pro,"At Risk",6,79.00,37,High,Medium,Medium,Delayed,9
2063,Pro,"At Risk",6,47.00,73,Medium,Medium,Low,On-Time,6
2064,Basic,Churned,12,23.00,114,Low,Low,Medium,Delayed,4
2065,Pro,"At Risk",6,56.00,53,Low,Medium,Low,On-Time,5
2066,Pro,Active,2,60.00,30,High,High,Medium,On-Time,8
2067,Basic,"At Risk",7,17.00,59,Low,Low,Medium,On-Time,7
2068,Basic,Churned,12,17.00,190,Low,Low,Medium,Delayed,5
2069,Basic,Active,2,15.00,28,High,High,Medium,On-Time,7
2070,Basic,Churned,13,26.00,210,Low,Low,Low,Delayed,2
2071,Basic,Active,1,19.00,4,High,Medium,Low,On-Time,9
2072,Basic,Active,2,29.00,10,High,High,Low,Delayed,7
2073,Pro,Active,2,69.00,8,Medium,Medium,Low,On-Time,7
2074,Pro,Active,2,54.00,28,High,High,Medium,On-Time,7
2075,Pro,Active,3,68.00,26,Medium,High,Medium,On-Time,7
2076,Basic,Active,4,24.00,17,Medium,High,High,On-Time,7
2077,Basic,Active,2,14.00,21,Medium,High,Low,On-Time,9
2078,Basic,Active,4,14.00,18,High,Medium,High,On-Time,9
2079,Basic,Active,3,14.00,28,Medium,Medium,Low,On-Time,7
2080,Pro,Churned,10,66.00,69,Medium,Low,Medium,Delayed,5
2081,Basic,Active,2,14.00,10,High,High,High,On-Time,9
2082,Basic,Active,3,10.00,18,Medium,High,Medium,On-Time,10
2083,Basic,Churned,14,28.00,150,Low,Low,Low,Missed,3
2084,Basic,Churned,10,26.00,85,Medium,Low,Medium,Delayed,5
2085,Basic,Active,2,21.00,2,Medium,High,Medium,On-Time,8
2086,Enterprise,Churned,14,179.00,250,Low,Low,High,Missed,5
2087,Basic,Active,4,12.00,18,High,Medium,Low,Delayed,8
2088,Enterprise,Churned,12,161.00,107,Medium,Low,Medium,Missed,5
2089,Basic,Active,3,15.00,19,High,High,High,On-Time,8
2090,Pro,Active,3,74.00,22,Medium,Medium,Low,On-Time,10
2091,Basic,Churned,13,19.00,170,Low,Low,Low,Delayed,2
2092,Basic,Churned,16,19.00,220,Low,Low,High,Missed,3
2093,Basic,Active,2,17.00,28,Medium,High,Low,On-Time,7
2094,Basic,Churned,11,21.00,67,Low,Low,Medium,Delayed,5
2095,Basic,Active,2,29.00,1,Medium,High,Medium,On-Time,7
2096,Pro,Churned,9,57.00,48,Low,Medium,Low,Missed,6
2097,Basic,Active,4,11.00,22,High,High,Medium,Delayed,7
2098,Basic,Active,3,10.00,31,Medium,High,Low,On-Time,8
2099,Pro,Churned,13,78.00,217,Low,Low,Medium,Missed,5
2100,Basic,Active,4,22.00,19,High,High,Medium,Delayed,10
2101,Basic,"At Risk",6,21.00,54,Medium,Medium,Low,Delayed,7
2102,Basic,"At Risk",8,20.00,88,Low,Low,Low,On-Time,6
2103,Basic,Active,3,13.00,40,High,High,Medium,On-Time,9
2104,Basic,Active,4,18.00,33,Medium,Medium,Low,On-Time,10
2105,Basic,Active,2,28.00,3,Medium,Medium,Low,On-Time,8
2106,Basic,"At Risk",6,14.00,89,Medium,Medium,Low,On-Time,4
2107,Basic,Churned,11,28.00,63,Low,Medium,Medium,Missed,4
2108,Pro,Active,1,53.00,6,Medium,High,Low,On-Time,8
2109,Basic,Active,1,24.00,27,High,High,Low,On-Time,8
2110,Basic,Active,3,25.00,28,High,Medium,Medium,On-Time,7
2111,Basic,Active,3,15.00,43,High,Medium,Low,On-Time,7
2112,Enterprise,"At Risk",5,225.00,25,Medium,High,Medium,Delayed,8
2113,Pro,Active,3,73.00,21,Medium,High,Medium,On-Time,7
2114,Pro,Churned,11,72.00,118,Low,Low,Low,Delayed,5
2115,Pro,Active,3,77.00,1,High,Medium,Low,Delayed,8
2116,Pro,Active,0,52.00,1,High,High,Low,On-Time,9
2117,Basic,Churned,13,14.00,93,Low,Low,High,Delayed,5
2118,Pro,Active,4,50.00,42,High,Medium,Medium,On-Time,9
2119,Enterprise,Active,1,158.00,3,High,Medium,Low,On-Time,8
2120,Basic,Churned,10,15.00,101,Medium,Low,Low,Delayed,6
2121,Basic,Active,4,19.00,20,Medium,Medium,Medium,On-Time,7
2122,Basic,Churned,13,16.00,128,Low,Low,Low,Delayed,1
2123,Basic,Active,1,15.00,8,High,Medium,Low,On-Time,9
2124,Pro,Active,3,79.00,39,Medium,High,Low,On-Time,8
2125,Pro,"At Risk",8,79.00,71,Low,Medium,Medium,On-Time,6
2126,Pro,Active,4,57.00,20,High,Medium,High,On-Time,7
2127,Basic,Active,2,13.00,36,High,High,Low,On-Time,10
2128,Pro,Active,1,72.00,8,High,Medium,Low,On-Time,7
2129,Basic,Active,2,22.00,27,High,Medium,Low,On-Time,9
2130,Pro,Churned,9,68.00,96,Low,Low,Low,On-Time,5
2131,Pro,Active,4,55.00,12,Medium,Medium,Low,Delayed,7
2132,Pro,Active,3,71.00,32,High,Medium,Low,On-Time,9
2133,Basic,Active,1,25.00,1,Medium,High,Low,On-Time,8
2134,Basic,Churned,9,14.00,98,Medium,Medium,Low,Delayed,5
2135,Basic,Churned,11,25.00,181,Low,Low,Low,Delayed,5
2136,Pro,Active,2,71.00,1,Medium,High,Medium,On-Time,9
2137,Basic,Churned,12,21.00,66,Low,Low,Medium,Missed,4
2138,Enterprise,Churned,9,159.00,69,Medium,Low,Medium,Delayed,7
2139,Pro,Churned,9,76.00,71,Low,Medium,Low,Delayed,5
2140,Basic,Active,2,15.00,29,High,Medium,Low,On-Time,7
2141,Basic,Active,0,27.00,14,High,High,Low,On-Time,9
2142,Pro,Churned,9,64.00,100,Low,Medium,Medium,On-Time,4
2143,Pro,Active,2,56.00,23,High,Medium,Low,On-Time,9
2144,Basic,Churned,13,15.00,252,Low,Low,Low,Delayed,1
2145,Pro,"At Risk",8,71.00,84,Medium,Medium,Low,Delayed,5
2146,Pro,Active,3,53.00,2,Medium,High,High,On-Time,7
2147,Pro,Active,3,69.00,16,High,High,High,On-Time,10
2148,Basic,Churned,12,28.00,106,Low,Low,Medium,Delayed,4
2149,Basic,Active,4,17.00,44,Medium,Medium,Low,On-Time,7
2150,Pro,Active,4,67.00,44,High,Medium,Medium,On-Time,10
2151,Basic,Active,2,26.00,10,Medium,High,Medium,On-Time,10
2152,Pro,Active,2,67.00,1,Medium,High,Medium,On-Time,7
2153,Pro,Churned,15,59.00,133,Low,Low,High,Delayed,2
2154,Basic,Active,2,11.00,22,Medium,High,Low,On-Time,7
2155,Pro,"At Risk",5,43.00,43,High,Medium,High,On-Time,7
2156,Pro,Churned,11,72.00,66,Low,Medium,High,Delayed,4
2157,Enterprise,Active,4,259.00,32,Medium,High,Medium,On-Time,10
2158,Basic,Active,2,25.00,21,High,High,Medium,On-Time,7
2159,Enterprise,Churned,13,138.00,197,Low,Low,Low,Delayed,2
2160,Basic,Active,3,12.00,23,High,Medium,Medium,On-Time,8
2161,Basic,Active,2,27.00,14,High,Medium,Medium,On-Time,7
2162,Pro,"At Risk",8,61.00,111,Medium,Low,Low,On-Time,6
2163,Pro,Active,1,48.00,5,High,Medium,Low,On-Time,7
2164,Pro,Churned,15,54.00,276,Low,Low,Medium,Missed,3
2165,Basic,Active,3,27.00,20,High,High,High,On-Time,7
2166,Basic,Active,1,23.00,6,High,Medium,Low,On-Time,8
2167,Pro,Active,1,57.00,0,Medium,High,Low,On-Time,9
2168,Basic,Active,1,24.00,6,High,High,Medium,On-Time,8
2169,Basic,Churned,9,26.00,61,Medium,Low,Low,Delayed,5
2170,Enterprise,"At Risk",5,129.00,37,High,Medium,High,On-Time,7
2171,Enterprise,"At Risk",6,165.00,32,Medium,High,Medium,Delayed,7
2172,Pro,Active,4,42.00,6,Medium,Medium,High,On-Time,9
2173,Basic,Active,4,18.00,42,Medium,High,Medium,On-Time,10
2174,Enterprise,Active,4,292.00,39,High,Medium,Medium,On-Time,8
2175,Basic,Active,3,10.00,15,Medium,Medium,Low,On-Time,10
2176,Basic,Churned,14,25.00,263,Low,Low,Low,Missed,1
2177,Pro,Active,3,45.00,3,Medium,High,Low,Delayed,7
2178,Basic,"At Risk",5,17.00,18,Medium,Medium,High,On-Time,7
2179,Pro,Active,4,54.00,35,High,Medium,Medium,On-Time,8
2180,Basic,Churned,9,21.00,92,Low,Low,Low,On-Time,5
2181,Basic,Active,3,27.00,30,Medium,Medium,Low,On-Time,7
2182,Basic,Active,1,20.00,29,High,High,Low,On-Time,9
2183,Basic,"At Risk",5,13.00,42,Medium,Medium,Medium,On-Time,9
2184,Basic,Active,2,28.00,25,Medium,High,Low,On-Time,9
2185,Basic,"At Risk",7,25.00,50,Low,Medium,Low,Delayed,7
2186,Basic,Active,3,23.00,28,High,Medium,Medium,On-Time,9
2187,Enterprise,Active,2,265.00,15,High,Medium,Low,On-Time,8
2188,Basic,Churned,14,16.00,271,Low,Low,Low,Missed,2
2189,Basic,Active,3,14.00,42,High,Medium,Low,On-Time,7
2190,Basic,"At Risk",5,26.00,38,Medium,High,High,On-Time,8
2191,Basic,Active,4,21.00,38,Medium,Medium,Low,On-Time,7
2192,Basic,Active,3,22.00,30,Medium,High,Medium,On-Time,8
2193,Basic,Active,3,18.00,37,High,High,Medium,On-Time,9
2194,Basic,Active,4,27.00,23,Medium,Medium,Medium,On-Time,9
2195,Pro,Active,3,56.00,27,Medium,Medium,Low,On-Time,8
2196,Basic,Active,3,29.00,26,High,High,Low,Delayed,8
2197,Pro,"At Risk",6,40.00,50,Low,Medium,Low,On-Time,4
2198,Pro,Active,3,49.00,39,Medium,High,Low,On-Time,7
2199,Enterprise,Active,2,126.00,0,Medium,Medium,Low,On-Time,10
2200,Basic,"At Risk",5,11.00,15,Medium,Medium,Low,Delayed,10
2201,Enterprise,Active,3,169.00,39,High,Medium,Low,On-Time,9
2202,Pro,"At Risk",5,71.00,38,High,Medium,Low,Delayed,10
2203,Basic,"At Risk",7,17.00,59,Low,Medium,Medium,On-Time,5
